"file_name","nodc_sd2","year","description","ship_name","ship_shorthand","ship_code","basin_name","sub_basin_name"
"natl.1958.DS.7W.joa","A1958DSJ.TXT",1958,"A section of 13 stations from 34.133 degrees North to 36.833 degrees North, along 7W. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. There are at least 11 full depth casts. ","Discovery II","DS","74DS","Atlantic","South-Eastern"
"natl.1958.DS.7W_2.joa","A1958DSK.TXT",1958,"A section of 7 stations from 35.666 degrees North to 36.666 degrees North, 7.3 degrees West to 7.3 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 6 full depth casts. ","Discovery II","DS","74DS","Atlantic","South-Eastern"
"natl.1958.DS.7W_3.joa","A1958DSL.TXT",1958,"A section of 5 stations from 35.633 degrees North to 36.25 degrees North, 7.1 degrees West to 7.033 degrees West. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. All stations have full depth casts. ","Discovery II","DS","74DS","Atlantic","South-Eastern"
"natl.1958.DS.8W.joa","A1958DSM.TXT",1958,"A section of 8 stations from 35.7 degrees North to 36.516 degrees North, along 8W. All have temperature, salinity. Most have oxygen, phosphate. None have silicate, nitrate. There are at least 3 full depth casts. ","Discovery II","DS","74DS","Atlantic","South-Eastern"
"natl.1958.DS.8W_2.joa","A1958DSN.TXT",1958,"A section of 7 stations from 35.766 degrees North to 36.783 degrees North, 8.5 degrees West to 8.366 degrees West. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. There are at least 6 full depth casts. ","Discovery II","DS","74DS","Atlantic","South-Eastern"
"natl.1958.DS.8W_3.joa","A1958DSO.TXT",1958,"A section of 5 stations from 35.783 degrees North to 36.466 degrees North, 8.083 degrees West to 8.066 degrees West. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. There are at least 2 full depth casts. ","Discovery II","DS","74DS","Atlantic","South-Eastern"
"natl.1958.DS.8W_4.joa","A1958DSP.TXT",1958,"A section of 15 stations from 33.55 degrees North to 36.716 degrees North, 9.05 degrees West to 8.866 degrees West. All have temperature, salinity, oxygen, phosphate. None have silicate, nitrate. There are at least 13 full depth casts. ","Discovery II","DS","74DS","Atlantic","South-Eastern"
"natl.1959.AT.28N.joa","A1959ATA.TXT",1959,"A section of 16 stations along 28N, 43.983 degrees West to 17.5 degrees West. All have temperature, salinity, oxygen. Most have phosphate. None have silicate, nitrate. There are at least 11 full depth casts. ","Atlantis I 1931-9/63","AT","31AT","Atlantic","South-Eastern"
"natl.1959.CI.36N.joa","A1959CIA.TXT",1959,"A section of 60 stations along 36N, 75 degrees West to 6.5 degrees West. All have temperature, salinity. Most have oxygen, phosphate. None have silicate, nitrate. There are at least 49 full depth casts. ","Chain","CI","31CI","Atlantic","Central-Western"
"natl.1960.AT.19E_20E.joa","A1960ATA.TXT",1960,"A section of 4 stations from 70.35 degrees North to 70.75 degrees North, 19.866 degrees East to 20.166 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Asterias","AT","58AT","Atlantic","North-Eastern"
"natl.1960.AT.23E_24E.joa","A1960ATB.TXT",1960,"A section of 8 stations from 70.516 degrees North to 71.65 degrees North, 23 degrees East to 24.116 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Asterias","AT","58AT","Atlantic","North-Eastern"
"natl.1960.AT.25E.joa","A1960ATC.TXT",1960,"A section of 9 stations from 71.2 degrees North to 72.333 degrees North, along 25E. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 8 full depth casts. ","Asterias","AT","58AT","Atlantic","North-Eastern"
"natl.1960.AT.28E.joa","A1960ATD.TXT",1960,"A section of 6 stations from 71.133 degrees North to 71.883 degrees North, along 28E. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Asterias","AT","58AT","Atlantic","North-Eastern"
"natl.1960.AT.36N.joa","A1960ATE.TXT",1960,"A section of 7 stations along 36N, 62 degrees West to 58.983 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. All stations have full depth casts. ","Atlantis I 1931-9/63","AT","31AT","Atlantic","Central-Western"
"natl.1960.AT.38N.joa","A1960ATF.TXT",1960,"A section of 9 stations along 38N, 61.966 degrees West to 57.5 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 7 full depth casts. ","Atlantis I 1931-9/63","AT","31AT","Atlantic","Central-Western"
"natl.1960.AT.61W.joa","A1960ATG.TXT",1960,"A section of 12 stations from 32.95 degrees North to 38.466 degrees North, along 61W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 9 full depth casts. ","Atlantis I 1931-9/63","AT","31AT","Atlantic","Southern"
"natl.1960.AT.61W_50W.joa","A1960ATH.TXT",1960,"A section of 24 stations from 11.383 degrees North to 31.566 degrees North, 61.583 degrees West to 50.383 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. ","Atlantis I 1931-9/63","AT","31AT","Atlantic","Southern"
"natl.1960.AT.64W.joa","A1960ATI.TXT",1960,"A section of 23 stations from 32.916 degrees North to 42.566 degrees North, along 64W. All have temperature, salinity. Most have oxygen. None have phosphate, silicate, nitrate. There are at least 16 full depth casts. ","Atlantis I 1931-9/63","AT","31AT","Atlantic","Southern"
"natl.1960.AT.65W.joa","A1960ATJ.TXT",1960,"A section of 9 stations from 31.225 degrees North to 32.333 degrees North, along 65W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 4 full depth casts. ","Atlantis I 1931-9/63","AT","31AT","Atlantic","Southern"
"natl.1960.AT.66W.joa","A1960ATK.TXT",1960,"A section of 17 stations from 32.966 degrees North to 40.983 degrees North, along 66W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 13 full depth casts. ","Atlantis I 1931-9/63","AT","31AT","Atlantic","Southern"
"natl.1960.AT.68W.joa","A1960ATL.TXT",1960,"A section of 17 stations from 33 degrees North to 40.233 degrees North, along 68W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 12 full depth casts. ","Atlantis I 1931-9/63","AT","31AT","Atlantic","Southern"
"natl.1960.AT.70N_71N.joa","A1960ATM.TXT",1960,"A section of 4 stations from 70.766 degrees North to 71.2 degrees North, 21.35 degrees East to 21.866 degrees East. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 3 full depth casts. ","Asterias","AT","58AT","Atlantic","North-Eastern"
"natl.1960.CF.40N_42N.joa","A1960CFA.TXT",1960,"A section of 5 stations from 40.843 degrees North to 42.25 degrees North, 66.316 degrees West to 64.675 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1960.CF.58W.joa","A1960CFB.TXT",1960,"A section of 22 stations from 33 degrees North to 44.033 degrees North, along 58W. All have temperature, salinity. Most have oxygen. None have phosphate, silicate, nitrate. There are at least 18 full depth casts. ","Crawford","CF","31CF","Atlantic","Southern"
"natl.1960.CF.60W.joa","A1960CFC.TXT",1960,"A section of 20 stations from 33 degrees North to 43.333 degrees North, along 60W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 18 full depth casts. ","Crawford","CF","31CF","Atlantic","Southern"
"natl.1960.CF.62W.joa","A1960CFD.TXT",1960,"A section of 20 stations from 33.016 degrees North to 42.966 degrees North, along 62W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 10 full depth casts. ","Crawford","CF","31CF","Atlantic","Southern"
"natl.1960.CF.63W.joa","A1960CFE.TXT",1960,"A section of 15 stations from 33 degrees North to 39.483 degrees North, along 63W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 9 full depth casts. ","Crawford","CF","31CF","Atlantic","Southern"
"natl.1960.CF.64W.joa","A1960CFF.TXT",1960,"A section of 7 stations from 35.016 degrees North to 37.466 degrees North, along 64W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. All stations have full depth casts. ","Crawford","CF","31CF","Atlantic","Southern"
"natl.1960.CF.65W.joa","A1960CFG.TXT",1960,"A section of 9 stations from 35.533 degrees North to 39.5 degrees North, along 65W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 7 full depth casts. ","Crawford","CF","31CF","Atlantic","Southern"
"natl.1960.CF.66W.joa","A1960CFH.TXT",1960,"A section of 4 stations from 42.183 degrees North to 42.5 degrees North, along 66W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 2 full depth casts. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1960.CF.68W.joa","A1960CFI.TXT",1960,"A section of 14 stations from 36 degrees North to 40.025 degrees North, along 68W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 10 full depth casts. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1960.CF.68W_2.joa","A1960CFJ.TXT",1960,"A section of 6 stations from 37.666 degrees North to 38.516 degrees North, 68.5 degrees West to 68.433 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. ","Crawford","CF","31CF","Atlantic","Central-Western"
"natl.1960.CF.71W_65W.joa","A1960CFK.TXT",1960,"A section of 24 stations from 33.916 degrees North to 40.958 degrees North, 71.808 degrees West to 65.883 degrees West. All have temperature, salinity. Most have oxygen, phosphate, silicate, nitrate. There are at least 8 full depth casts. ","Crawford","CF","31CF","Atlantic","Southern"
"natl.1960.CI.52W.joa","A1960CIA.TXT",1960,"A section of 20 stations from 33 degrees North to 43.666 degrees North, along 52W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 19 full depth casts. ","Chain","CI","31CI","Atlantic","Southern"
"natl.1960.CI.54W.joa","A1960CIB.TXT",1960,"A section of 23 stations from 33 degrees North to 45.033 degrees North, along 54W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 21 full depth casts. ","Chain","CI","31CI","Atlantic","Southern"
"natl.1960.CI.56W.joa","A1960CIC.TXT",1960,"A section of 24 stations from 33.033 degrees North to 45.316 degrees North, along 56W. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. There are at least 20 full depth casts. ","Chain","CI","31CI","Atlantic","Southern"
"natl.1960.CI.57N_63N.joa","A1960CID.TXT",1960,"A section of 24 stations from 57.966 degrees North to 63.316 degrees North, 17 degrees West to 8.783 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. All stations have full depth casts. ","Chain","CI","31CI","Atlantic","Central-Eastern"
"natl.1960.CI.58W.joa","A1960CIE.TXT",1960,"A section of 26 stations from 8.833 degrees North to 31 degrees North, along 58W. All have temperature, salinity, oxygen. Most have phosphate. Some have silicate. None have nitrate. ","Chain","CI","31CI","Atlantic","Southern"
"natl.1960.CI.68W.joa","A1960CIF.TXT",1960,"A section of 4 stations from 37.35 degrees North to 39.066 degrees North, along 68W. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There is at least 1 full depth cast. ","Chain","CI","31CI","Atlantic","Central-Western"
"natl.1961.AT.35N_37N.joa","A1961ATA.TXT",1961,"A section of 5 stations from 35.75 degrees North to 37.516 degrees North, 3.1 degrees West to 0.25 degrees West. All have temperature, salinity, oxygen. None have phosphate, silicate, nitrate. All stations have full depth casts. ","Atlantis I 1931-9/63","AT","31AT","Atlantic","South-Eastern"
"natl.1961.AT.40N.joa","A1961ATB.TXT",1961,"A section of 8 stations along 40N, 67.733 degrees West to 57.6 degrees West. All have temperature, salinity, oxygen, phosphate, silicate, nitrate. There are at least 5 full depth casts. ","Atlantis I 1931-9/63","AT","31AT","Atlantic","Central-Western"
"natl.1961.AT.42N_43N.joa","A1961ATC.TXT",1961,"A section of 12 stations from 42.858 degrees North to 43.425 degrees North, 62.646 degrees West to 60.383 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. All stations have full depth casts. ","A. T. Cameron","AT","18AT","Atlantic","Central-Western"
"natl.1961.AT.42N_44N.joa","A1961ATD.TXT",1961,"A section of 12 stations from 42.533 degrees North to 44.4 degrees North, 63.466 degrees West to 61.4 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 11 full depth casts. ","A. T. Cameron","AT","18AT","Atlantic","Central-Western"
"natl.1961.AT.42N_45N.joa","A1961ATE.TXT",1961,"A section of 7 stations from 42.95 degrees North to 45.316 degrees North, 55.133 degrees West to 50.5 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. All stations have full depth casts. ","A. T. Cameron","AT","18AT","Atlantic","Central-Western"
"natl.1961.AT.42N_45N_2.joa","A1961ATF.TXT",1961,"A section of 14 stations from 42.583 degrees North to 45.9 degrees North, 54.616 degrees West to 48.958 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. There are at least 13 full depth casts. ","A. T. Cameron","AT","18AT","Atlantic","Central-Western"
"natl.1961.AT.43N.joa","A1961ATG.TXT",1961,"A section of 10 stations along 43N, 62.696 degrees West to 60.33 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. All stations have full depth casts. ","A. T. Cameron","AT","18AT","Atlantic","Central-Western"
"natl.1961.AT.43N_44N.joa","A1961ATH.TXT",1961,"A section of 4 stations from 43.133 degrees North to 44.33 degrees North, 51.166 degrees West to 49.486 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. All stations have full depth casts. ","A. T. Cameron","AT","18AT","Atlantic","Central-Western"
"natl.1961.AT.43N_44N_2.joa","A1961ATI.TXT",1961,"A section of 8 stations from 43.316 degrees North to 44.188 degrees North, 61.963 degrees West to 60.833 degrees West. All have temperature, salinity. None have oxygen, phosphate, silicate, nitrate. All stations have full depth casts. ","A. T. Cameron","AT","18AT","Atlantic","Central-Western"
